   4.6144999e-13	   5.9900000e+02	   5.9607584e+02	   5.8900000e+02	   6.0600000e+02	   1.7000000e+01	   9.5884599e+00	
   4.6675893e-13	   5.9900000e+02	   5.9598513e+02	   5.8900000e+02	   6.0600000e+02	   1.7000000e+01	   9.5904642e+00	
   4.7008493e-13	   5.9900000e+02	   5.9597039e+02	   5.8900000e+02	   6.0600000e+02	   1.7000000e+01	   9.5907901e+00	
   4.6378205e-13	   5.9900000e+02	   5.9595186e+02	   5.8900000e+02	   6.0600000e+02	   1.7000000e+01	   9.5911995e+00	
   4.6431994e-13	   5.9900000e+02	   5.9594846e+02	   5.8900000e+02	   6.0600000e+02	   1.7000000e+01	   9.5912746e+00	
   4.5393356e-13	   5.9900000e+02	   5.9593503e+02	   5.8900000e+02	   6.0600000e+02	   1.7000000e+01	   9.5915715e+00	
   4.5511011e-13	   5.9900000e+02	   5.9595763e+02	   5.8900000e+02	   6.0600000e+02	   1.7000000e+01	   9.5910720e+00	
   4.5442480e-13	   5.9900000e+02	   5.9597319e+02	   5.8900000e+02	   6.0600000e+02	   1.7000000e+01	   9.5907281e+00	
   4.5011747e-13	   5.9900000e+02	   5.9596199e+02	   5.8900000e+02	   6.0600000e+02	   1.7000000e+01	   9.5909755e+00	
   4.4986891e-13	   5.9900000e+02	   5.9596499e+02	   5.8900000e+02	   6.0600000e+02	   1.7000000e+01	   9.5909093e+00	
