67.1704	55.96	2218
67.3004	55.59	2215.5
67.4304	55.22	2215
67.5604	54.81	2212.5
67.6904	54.44	2211
67.8204	54.15	2209
67.9504	53.78	2207
68.0804	53.415	2206
68.2104	53.045	2204
68.3404	52.63	2203.5
68.4704	52.265	2201.5
68.6004	51.94	2199
68.7304	51.605	2196.5
68.8604	51.205	2195
68.9904	50.81	2194.5
69.1204	50.41	2192.5
69.2504	50.01	2190.5
69.3804	49.675	2188
69.5104	49.365	2186.5
69.6404	48.955	2184.5
69.7704	48.615	2182.5
69.9004	48.185	2181
70.0304	47.865	2179
70.1604	47.42	2178
70.2904	47.145	2175.5
70.4204	46.76	2173.5
70.5504	46.425	2171
70.6804	45.995	2169.5
70.8104	45.69	2167
70.9404	45.2	2164.5
71.0704	44.89	2163
71.2004	44.495	2161
71.3304	44.185	2159.5
71.4604	43.775	2157.5
71.5904	43.405	2156
71.7204	42.96	2154
71.8504	42.61	2151.5
71.9804	42.285	2149.5
72.1104	41.905	2147
72.2404	41.535	2145.5
72.3704	41.135	2143.5
72.5004	40.755	2142.5
72.6304	40.355	2140
72.7604	40.035	2138
72.8904	39.695	2136.5
73.0204	39.285	2135
73.1504	38.9	2133
73.2804	38.56	2130
73.4104	38.1	2128.5
73.5404	37.78	2126.5
73.6704	37.46	2125
73.8004	37.105	2123.5
73.9304	36.725	2121
74.0604	36.385	2119
74.1904	36.02	2116.5
74.3204	35.59	2114
74.4504	35.265	2112.5
74.5804	34.93	2110.5
74.7104	34.545	2108.5
74.8404	34.195	2106.5
74.9704	33.825	2104
75.1004	33.365	2102.5
75.2304	33.09	2099.5
75.3604	32.77	2098
75.4904	32.46	2095.5
75.6204	32.065	2093.5
75.7504	31.71	2091.5
75.8804	31.295	2089
76.0104	30.945	2087
76.1404	30.67	2084.5
76.2704	30.345	2083
76.4004	29.965	2080
76.5304	29.625	2078.5
76.6604	29.245	2076
76.7904	28.845	2073.5
76.9204	28.525	2071.5
77.0504	28.25	2069.5
77.1804	27.865	2066.5
77.3104	27.51	2065
77.4404	27.175	2062.5
77.5704	26.82	2060.5
77.7004	26.485	2057.5
77.8304	26.15	2056.5
77.9604	25.825	2054
78.0904	25.505	2051.5
78.2204	25.165	2049.5
78.3504	24.8	2047.5
78.4804	24.46	2044.5
78.6104	24.155	2042
78.7404	23.85	2040.5
78.8704	23.51	2037.5
79.0004	23.205	2035.5
79.1304	22.87	2033
79.2604	22.47	2031.5
79.3904	22.13	2029.5
79.5204	21.885	2027
79.6504	21.55	2024
79.7804	21.23	2022
79.9104	20.89	2019.5
80.0404	20.57	2018
80.1704	20.215	2015.5
80.3004	19.925	2014
80.4304	19.665	2010.5
80.5604	19.345	2009
80.6904	19.05	2007
80.8204	18.76	2003.5
80.9504	18.47	2001
81.0804	18.1	1999
81.2104	17.92	1997.5
81.3404	17.535	1993.5
81.4704	17.26	1992
81.6004	16.965	1989.5
81.7304	16.72	1986.5
81.8604	16.355	1984
81.9904	16.11	1982.5
82.1204	15.835	1980
82.2504	15.555	1977.5
82.3804	15.235	1975.5
82.5104	15.005	1972.5
82.6404	14.67	1969.5
82.7704	14.36	1968.5
82.9004	14.165	1965.5
83.0304	13.885	1963
83.1604	13.61	1961
83.2904	13.32	1958.5
83.4204	13.06	1956
83.5504	12.77	1954
83.6804	12.555	1950
83.8104	12.295	1948.5
83.9404	12.03	1946
84.0704	11.74	1944
84.2004	11.495	1941.5
84.3304	11.205	1939
84.4604	11.035	1936.5
84.5904	10.835	1933
84.7204	10.59	1932
84.8504	10.315	1929
84.9804	10.115	1926.5
85.1104	9.84	1924
85.2404	9.595	1920.5
85.3704	9.41	1918.5
85.5004	9.23	1916.5
85.6304	8.95	1914
85.7604	8.815	1911
85.8904	8.525	1908.5
86.0204	8.245	1906
86.1504	8	1904.5
86.2804	7.835	1902
86.4104	7.68	1900
86.5404	7.465	1897.5
86.6704	7.265	1894.5
86.8004	7.005	1891.5
86.9304	6.805	1889.5
87.0604	6.655	1886
87.1904	6.44	1884.5
87.3204	6.255	1882
87.4504	6.07	1878
87.5804	5.84	1876.5
87.7104	5.625	1873.5
87.8404	5.49	1871.5
87.9704	5.35	1869.5
88.1004	5.195	1866.5
88.2304	4.995	1863
88.3604	4.83	1860.5
88.4904	4.6	1858
88.6204	4.445	1855
88.7504	4.355	1852.5
88.8804	4.2	1850
89.0104	3.97	1847.5
89.1404	3.88	1844.5
89.2704	3.71	1841
89.4004	3.525	1838.5
89.5304	3.42	1834.5
89.6604	3.265	1833
89.7904	3.13	1830.5
89.9204	3.035	1826.5
90.0504	2.85	1823.5
90.1804	2.76	1821.5
90.3104	2.59	1819
90.4404	2.53	1816.5
90.5704	2.39	1811.5
90.7004	2.285	1808
90.8304	2.16	1805.5
90.9604	2.04	1803
91.0904	1.84	1799
91.2204	1.795	1795
91.3504	1.685	1793.5
91.4804	1.625	1788
91.6104	1.535	1785
91.7404	1.395	1781.5
91.8704	1.335	1776.5
92.0004	1.225	1775
92.1304	1.225	1771
92.2604	1.135	1765
92.3904	1.045	1762.5
92.5204	0.98	1759
92.6504	0.935	1754
92.7804	0.8	1749.5
92.9104	0.8	1745.5
93.0404	0.75	1740
93.1704	0.675	1733.5
93.3004	0.615	1729
93.4304	0.585	1722
93.5604	0.475	1710
93.6904	0.445	1703.5
93.8204	0.46	1699
93.9504	0.445	1684.5
94.0804	0.415	1664
94.2104	0.355	1634
94.3404	0.355	1571.5
94.4704	0.185	1483
94.6004	0.31	1400.5
94.7304	0.26	1289.5
94.8604	0.275	1153.5
94.9904	0.26	1019
95.1204	0.26	885
95.2504	0.17	749.5
95.3804	0.2	617.5
95.5104	0.185	488
95.6404	0.26	358
95.7704	0.2	231
95.9004	0.245	115
96.0304	0.215	46.5
96.1604	0.2	34.5
96.2904	0.245	25
96.4204	0.275	18
96.5504	0.245	13.5
96.6804	0.245	12
96.8104	0.245	11
96.9404	0.155	10
97.0704	0.2	9.5
97.2004	0.215	9.5
97.3304	0.17	11
97.4604	0.215	9
97.5904	0.23	9
97.7204	0.14	10
97.8504	0.155	21.5
97.9804	0.23	94.5
98.1104	0.23	202.5
98.2404	0.23	301
98.3704	0.245	395
98.5004	0.26	492
98.6304	0.155	594.5
98.7604	0.215	702
98.8904	0.26	810.5
99.0204	0.245	920.5
99.1504	0.325	1029
99.2804	0.275	1138.5
99.4104	0.23	1247.5
99.5404	0.275	1355.5
99.6704	0.37	1463.5
99.8004	0.43	1570.5
99.9304	0.475	1672.5
100.0604	0.505	1748.5
100.1904	0.555	1784.5
100.3204	0.645	1803.5
100.4504	0.845	1815
100.5804	1.075	1821.5
100.7104	1.24	1825
100.8404	1.47	1826
100.9704	1.61	1828.5
101.1004	1.825	1829.5
101.2304	2.01	1830.5
101.3604	2.255	1833
101.4904	2.39	1835
101.6204	2.575	1837
101.7504	2.715	1839.5
101.8804	2.865	1841.5
102.0104	2.975	1843.5
102.1404	3.145	1847
102.2704	3.31	1849
102.4004	3.465	1851
102.5304	3.585	1853.5
102.6604	3.8	1856.5
102.7904	3.88	1859
102.9204	4.045	1862.5
103.0504	4.275	1864.5
103.1804	4.43	1866.5
103.3104	4.63	1868.5
103.4404	4.77	1872.5
103.5704	4.92	1875
103.7004	5.03	1877.5
103.8304	5.305	1880.5
103.9604	5.455	1883
104.0904	5.655	1884.5
104.2204	5.81	1888.5
104.3504	6.04	1890.5
104.4804	6.16	1893.5
104.6104	6.44	1895.5
104.7404	6.685	1898.5
104.8704	6.82	1901.5
105.0004	7.02	1903.5
105.1304	7.25	1906
105.2604	7.435	1908.5
105.3904	7.57	1911.5
105.5204	7.835	1913.5
105.6504	8.065	1915
105.7804	8.26	1918.5
105.9104	8.49	1921
106.0404	8.77	1923
106.1704	8.905	1925
106.3004	9.165	1928.5
106.4304	9.425	1930.5
106.5604	9.61	1932.5
106.6904	9.855	1935
106.8204	10.18	1937
106.9504	10.3	1940
107.0804	10.53	1942.5
107.2104	10.835	1944.5
107.3404	11.05	1948
107.4704	11.28	1950.5
107.6004	11.57	1953.5
107.7304	11.835	1955.5
107.8604	12.015	1959
107.9904	12.325	1960.5
108.1204	12.615	1961.5
108.2504	12.83	1965.5
108.3804	13.09	1968
108.5104	13.365	1970
108.6404	13.58	1973
108.7704	13.885	1975
108.9004	14.21	1977.5
109.0304	14.485	1980.5
109.1604	14.745	1982
109.2904	15.035	1984
109.4204	15.295	1988
109.5504	15.54	1990
109.6804	15.895	1992
109.8104	16.17	1994.5
109.9404	16.43	1997
110.0704	16.77	1998.5
110.2004	17.03	2001.5
110.3304	17.26	2004
110.4604	17.565	2005.5
110.5904	17.9	2007.5
110.7204	18.21	2010
110.8504	18.515	2012
110.9804	18.835	2014
111.1104	19.035	2018
111.2404	19.345	2019.5
111.3704	19.695	2021.5
111.5004	20.015	2024
111.6304	20.31	2026.5
111.7604	20.645	2029.5
111.8904	20.89	2032
112.0204	21.245	2034
112.1504	21.52	2036.5
112.2804	21.95	2039
112.4104	22.21	2040
112.5404	22.56	2043
112.6704	22.87	2044
112.8004	23.145	2047.5
112.9304	23.435	2049.5
113.0604	23.85	2052.5
113.1904	24.155	2054
113.3204	24.525	2056
113.4504	24.8	2058.5
113.5804	25.15	2060.5
113.7104	25.445	2062.5
113.8404	25.81	2065.5
113.9704	26.165	2067.5
114.1004	26.455	2069.5
114.2304	26.805	2072
114.3604	27.16	2074.5
114.4904	27.495	2075
114.6204	27.77	2078.5
