   2.1184553e-10	   5.1800000e+02	   5.2132017e+02	   5.0500000e+02	   5.3500000e+02	   3.0000000e+01	   1.1240342e+01	
   2.1193001e-10	   5.1800000e+02	   5.2131541e+02	   5.0500000e+02	   5.3500000e+02	   3.0000000e+01	   1.1240448e+01	
   2.1200006e-10	   5.1700000e+02	   5.2131789e+02	   5.0500000e+02	   5.3500000e+02	   3.0000000e+01	   1.1240393e+01	
   2.1203715e-10	   5.1800000e+02	   5.2131938e+02	   5.0500000e+02	   5.3500000e+02	   3.0000000e+01	   1.1240360e+01	
   2.1202058e-10	   5.1700000e+02	   5.2132056e+02	   5.0500000e+02	   5.3500000e+02	   3.0000000e+01	   1.1240334e+01	
   2.1218254e-10	   5.1700000e+02	   5.2132056e+02	   5.0500000e+02	   5.3500000e+02	   3.0000000e+01	   1.1240334e+01	
   2.1208504e-10	   5.1700000e+02	   5.2131893e+02	   5.0500000e+02	   5.3500000e+02	   3.0000000e+01	   1.1240370e+01	
   2.1212923e-10	   5.1800000e+02	   5.2131900e+02	   5.0500000e+02	   5.3500000e+02	   3.0000000e+01	   1.1240368e+01	
   2.1216382e-10	   5.1700000e+02	   5.2131846e+02	   5.0500000e+02	   5.3500000e+02	   3.0000000e+01	   1.1240380e+01	
   2.1222148e-10	   5.1800000e+02	   5.2131914e+02	   5.0500000e+02	   5.3500000e+02	   3.0000000e+01	   1.1240365e+01	
   2.1231962e-10	   5.1700000e+02	   5.2131889e+02	   5.0500000e+02	   5.3500000e+02	   3.0000000e+01	   1.1240371e+01	
