   1.1357677e-09	   4.4600000e+02	   4.4735775e+02	   4.3800000e+02	   4.5700000e+02	   1.9000000e+01	   1.2874696e+01	
   1.1359382e-09	   4.4600000e+02	   4.4735601e+02	   4.3800000e+02	   4.5700000e+02	   1.9000000e+01	   1.2874735e+01	
   1.1358503e-09	   4.4600000e+02	   4.4735381e+02	   4.3800000e+02	   4.5700000e+02	   1.9000000e+01	   1.2874784e+01	
   1.1356633e-09	   4.4600000e+02	   4.4735360e+02	   4.3800000e+02	   4.5700000e+02	   1.9000000e+01	   1.2874788e+01	
   1.1357460e-09	   4.4600000e+02	   4.4735256e+02	   4.3800000e+02	   4.5700000e+02	   1.9000000e+01	   1.2874811e+01	
   1.1355158e-09	   4.4600000e+02	   4.4735326e+02	   4.3800000e+02	   4.5700000e+02	   1.9000000e+01	   1.2874796e+01	
   1.1355464e-09	   4.4600000e+02	   4.4735451e+02	   4.3800000e+02	   4.5700000e+02	   1.9000000e+01	   1.2874768e+01	
   1.1344880e-09	   4.4600000e+02	   4.4735525e+02	   4.3800000e+02	   4.5700000e+02	   1.9000000e+01	   1.2874752e+01	
   1.1347159e-09	   4.4600000e+02	   4.4735607e+02	   4.3800000e+02	   4.5700000e+02	   1.9000000e+01	   1.2874734e+01	
   1.1349889e-09	   4.4600000e+02	   4.4735702e+02	   4.3800000e+02	   4.5700000e+02	   1.9000000e+01	   1.2874713e+01	
   1.1347135e-09	   4.4600000e+02	   4.4735759e+02	   4.3800000e+02	   4.5700000e+02	   1.9000000e+01	   1.2874700e+01	
