   1.5947776e-11	   5.9600000e+02	   5.8600000e+02	   6.0100000e+02	
   1.4777979e-11	   5.9500000e+02	   5.8600000e+02	   6.0100000e+02	
   1.5277122e-11	   5.9500000e+02	   5.8600000e+02	   6.0100000e+02	
   1.5485752e-11	   5.9600000e+02	   5.8600000e+02	   6.0100000e+02	
   1.5549873e-11	   5.9600000e+02	   5.8600000e+02	   6.0100000e+02	
   1.5400622e-11	   5.9600000e+02	   5.8600000e+02	   6.0100000e+02	
   1.6063765e-11	   5.9600000e+02	   5.8600000e+02	   6.0100000e+02	
   1.5977324e-11	   5.9600000e+02	   5.8600000e+02	   6.0100000e+02	
   1.4613173e-11	   5.9600000e+02	   5.8600000e+02	   6.0100000e+02	
   1.4787626e-11	   5.9600000e+02	   5.8600000e+02	   6.0100000e+02	
   1.4768460e-11	   5.9600000e+02	   5.8600000e+02	   6.0100000e+02	
   1.4999667e-11	   5.9600000e+02	   5.8600000e+02	   6.0100000e+02	
   1.5068240e-11	   5.9600000e+02	   5.8600000e+02	   6.0100000e+02	
   1.4687663e-11	   5.9600000e+02	   5.8600000e+02	   6.0100000e+02	
   1.5121920e-11	   5.9600000e+02	   5.8600000e+02	   6.0100000e+02	
   1.4584997e-11	   5.9500000e+02	   5.8600000e+02	   6.0100000e+02	
   1.4918765e-11	   5.9600000e+02	   5.8600000e+02	   6.0100000e+02	
   1.5228918e-11	   5.9600000e+02	   5.8600000e+02	   6.0100000e+02	
   1.4887012e-11	   5.9600000e+02	   5.8600000e+02	   6.0100000e+02	
   1.5290479e-11	   5.9600000e+02	   5.8600000e+02	   6.0100000e+02	
